,Idx_Sample,Ref.,Mixture Code in Ref,FA (kg/m3),GGBFS (kg/m3),Total Na2SiO3 (kg in 1m3 of mix),Total NaOH (kg in 1m3 mix),"NaOH
Concentration (M)",Superplasticizer (kg in 1m3 mix),7-d Cubic compressive strength (MPa),28-d Cubic compressive strength (MPa),90-d Cubic compressive strength (MPa) ,365-d Cubic compressive strength (MPa) ,7-d Cylindrical compressive strength (MPa),28-d Cylindrical compressive strength (MPa),56-d Cylindrical compressive strength (MPa) ,90-d Cylindrical compressive strength (MPa),180-d Ec (MPa) ,28-d WA (%),28-d Porosity/AVPV (%),28-d Water permeability (mm),28-d Abrasion resistance (mm),28-d UPV (m/s),28-d sorptivity(m/s^0.5),Slump (mm),flowtable,Seeting I,Setting F,"CO2 Footprint
(kg/m³)",% FA in Mix,% GGBFS in Mix,"Na2SiO3
Concentration (M)","NaOH / Na2SiO3
Volume Ratio","NaOH / Na2SiO3
Mass Ratio"
491,1405,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 25,294.0,126.0,165.0,66.0,8.0,16.8,,26.2011,,,,,,,,,,,,,,111.0,,,,147.68448,13.548387096774196,4.344827586206897,0.0,0.0,0.4
492,1406,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 25,294.0,126.0,180.0,72.0,8.0,16.8,,25.0279,,,,,,,,,,,,,,154.0,,,,156.76128,13.548387096774196,4.344827586206897,0.0,0.0,0.4
493,1407,[99],FA-70 GGBS- 30 B-450 AGG/B-3.85 ALK/B-0.45 T ºC - 25,315.0,135.0,144.6428571,57.85714286,8.0,18.0,,33.8562,,,,,,,,,,,,,,78.0,,,,137.96228569065,14.516129032258066,4.655172413793104,0.0,0.0,0.4000000001382716
494,1408,[99],FA-70 GGBS- 30 B-450 AGG/B-3.85 ALK/B-0.50 T ºC - 25,315.0,135.0,160.7142857,64.28571429,8.0,18.0,,38.8889,,,,,,,,,,,,,,92.0,,,,147.68742856355,14.516129032258066,4.655172413793104,0.0,0.0,0.4000000000622222
495,1409,[99],FA-70 GGBS- 30 B-450 AGG/B-3.85 ALK/B-0.55 T ºC - 25,315.0,135.0,176.7857143,70.71428571,8.0,18.0,,25.6209,,,,,,,,,,,,,,107.0,,,,157.41257143644998,14.516129032258066,4.655172413793104,0.0,0.0,0.3999999999434343
496,1410,[99],FA-70 GGBS- 30 B-450 AGG/B-3.85 ALK/B-0.60 T ºC - 25,315.0,135.0,192.8571429,77.14285714,8.0,18.0,,20.5882,,,,,,,,,,,,,,146.0,,,,167.13771430935,14.516129032258066,4.655172413793104,0.0,0.0,0.3999999998962963
497,1411,[99],FA-60 GGBS- 40 B-360 AGG/B-5.18 ALK/B-0.45 T ºC - 25,216.0,144.0,115.7142857,46.28571429,8.0,14.4,,42.2961,,,,,,,,,,,,,,125.0,,,,114.39606856355,9.953917050691244,4.9655172413793105,0.0,0.0,0.4000000000864197
498,1412,[99],FA-60 GGBS- 40 B-360 AGG/B-5.18 ALK/B-0.50 T ºC - 25,216.0,144.0,128.5714286,51.42857143,8.0,14.4,,48.006,,,,,,,,,,,,,,136.0,,,,122.1761828729,9.953917050691244,4.9655172413793105,0.0,0.0,0.3999999999222222
499,1413,[99],FA-60 GGBS- 40 B-360 AGG/B-5.18 ALK/B-0.55 T ºC - 25,216.0,144.0,141.4285714,56.57142857,8.0,14.4,,46.7372,,,,,,,,,,,,,,142.0,,,,129.95629712710002,9.953917050691244,4.9655172413793105,0.0,0.0,0.4000000000707071
500,1414,[99],FA-60 GGBS- 40 B-360 AGG/B-5.18 ALK/B-0.60 T ºC - 25,216.0,144.0,154.2857143,61.71428571,8.0,14.4,,43.3535,,,,,,,,,,,,,,194.0,,,,137.73641143645,9.953917050691244,4.9655172413793105,0.0,0.0,0.3999999999351852
501,1415,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.45 T ºC - 25,252.0,168.0,135.0,54.0,8.0,16.8,,46.1453,,,,,,,,,,,,,,102.0,,,,131.54688,11.612903225806452,5.793103448275862,0.0,0.0,0.4
502,1416,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 25,252.0,168.0,150.0,60.0,8.0,16.8,,51.4246,,,,,,,,,,,,,,115.0,,,,140.62367999999998,11.612903225806452,5.793103448275862,0.0,0.0,0.4
503,1417,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 25,252.0,168.0,165.0,66.0,8.0,16.8,,44.581,,,,,,,,,,,,,,135.0,,,,149.70048,11.612903225806452,5.793103448275862,0.0,0.0,0.4
504,1418,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 25,252.0,168.0,180.0,72.0,8.0,16.8,,46.5363,,,,,,,,,,,,,,170.0,,,,158.77728,11.612903225806452,5.793103448275862,0.0,0.0,0.4
505,1419,[99],FA-60 GGBS- 40 B-450 AGG/B-3.85 ALK/B-0.45 T ºC - 25,270.0,180.0,144.6428571,57.85714286,8.0,18.0,,45.7516,,,,,,,,,,,,,,83.0,,,,140.12228569065,12.442396313364055,6.206896551724138,0.0,0.0,0.4000000001382716
506,1420,[99],FA-60 GGBS- 40 B-450 AGG/B-3.85 ALK/B-0.50 T ºC - 25,270.0,180.0,160.7142857,64.28571429,8.0,18.0,,50.7843,,,,,,,,,,,,,,106.0,,,,149.84742856355,12.442396313364055,6.206896551724138,0.0,0.0,0.4000000000622222
507,1421,[99],FA-60 GGBS- 40 B-450 AGG/B-3.85 ALK/B-0.55 T ºC - 25,270.0,180.0,176.7857143,70.71428571,8.0,18.0,,41.8627,,,,,,,,,,,,,,118.0,,,,159.57257143645,12.442396313364055,6.206896551724138,0.0,0.0,0.3999999999434343
508,1422,[99],FA-60 GGBS- 40 B-450 AGG/B-3.85 ALK/B-0.60 T ºC - 25,270.0,180.0,192.8571429,77.14285714,8.0,18.0,,45.7516,,,,,,,,,,,,,,155.0,,,,169.29771430935,12.442396313364055,6.206896551724138,0.0,0.0,0.3999999998962963
509,1423,[99],FA-50 GGBS- 50 B-360 AGG/B-5.18 ALK/B-0.45 T ºC - 25,180.0,180.0,115.7142857,46.28571429,8.0,14.4,,55.4079,,,,,,,,,,,,,,175.0,,,,116.12406856355,8.294930875576037,6.206896551724138,0.0,0.0,0.4000000000864197
510,1424,[99],FA-50 GGBS- 50 B-360 AGG/B-5.18 ALK/B-0.50 T ºC - 25,180.0,180.0,128.5714286,51.42857143,8.0,14.4,,59.6375,,,,,,,,,,,,,,184.0,,,,123.9041828729,8.294930875576037,6.206896551724138,0.0,0.0,0.3999999999222222
511,1425,[99],FA-50 GGBS- 50 B-360 AGG/B-5.18 ALK/B-0.55 T ºC - 25,180.0,180.0,141.4285714,56.57142857,8.0,14.4,,51.6012,,,,,,,,,,,,,,195.0,,,,131.6842971271,8.294930875576037,6.206896551724138,0.0,0.0,0.4000000000707071
512,1426,[99],FA-50 GGBS- 50 B-360 AGG/B-5.18 ALK/B-0.60 T ºC - 25,180.0,180.0,154.2857143,61.71428571,8.0,14.4,,46.5257,,,,,,,,,,,,,,225.0,,,,139.46441143644998,8.294930875576037,6.206896551724138,0.0,0.0,0.3999999999351852
513,1427,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.45 T ºC - 25,210.0,210.0,135.0,54.0,8.0,16.8,,56.7039,,,,,,,,,,,,,,148.0,,,,133.56288,9.67741935483871,7.241379310344828,0.0,0.0,0.4
514,1428,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 25,210.0,210.0,150.0,60.0,8.0,16.8,,60.419,,,,,,,,,,,,,,162.0,,,,142.63968,9.67741935483871,7.241379310344828,0.0,0.0,0.4
515,1429,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 25,210.0,210.0,165.0,66.0,8.0,16.8,,46.5363,,,,,,,,,,,,,,171.0,,,,151.71648,9.67741935483871,7.241379310344828,0.0,0.0,0.4
516,1430,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 25,210.0,210.0,180.0,72.0,8.0,16.8,,47.514,,,,,,,,,,,,,,205.0,,,,160.79327999999998,9.67741935483871,7.241379310344828,0.0,0.0,0.4
517,1431,[99],FA-50 GGBS- 50 B-450 AGG/B-3.85 ALK/B-0.45 T ºC - 25,225.0,225.0,144.6428571,57.85714286,8.0,18.0,,48.9542,,,,,,,,,,,,,,96.0,,,,142.28228569065,10.368663594470046,7.758620689655173,0.0,0.0,0.4000000001382716
518,1432,[99],FA-50 GGBS- 50 B-450 AGG/B-3.85 ALK/B-0.50 T ºC - 25,225.0,225.0,160.7142857,64.28571429,8.0,18.0,,58.3333,,,,,,,,,,,,,,111.0,,,,152.00742856355,10.368663594470046,7.758620689655173,0.0,0.0,0.4000000000622222
519,1433,[99],FA-50 GGBS- 50 B-450 AGG/B-3.85 ALK/B-0.55 T ºC - 25,225.0,225.0,176.7857143,70.71428571,8.0,18.0,,48.4967,,,,,,,,,,,,,,135.0,,,,161.73257143645,10.368663594470046,7.758620689655173,0.0,0.0,0.3999999999434343
520,1434,[99],FA-50 GGBS- 50 B-450 AGG/B-3.85 ALK/B-0.60 T ºC - 25,225.0,225.0,192.8571429,77.14285714,8.0,18.0,,47.5817,,,,,,,,,,,,,,185.0,,,,171.45771430935,10.368663594470046,7.758620689655173,0.0,0.0,0.3999999998962963
521,1435,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.45 T ºC - 60,252.0,108.0,115.7142857,46.28571429,8.0,14.4,,41.4502,,,,,,,,,,,,,,95.0,,,,135.12640189688332,11.612903225806452,3.724137931034482,0.0,0.0,0.4000000000864197
522,1436,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.50 T ºC - 60,252.0,108.0,128.5714286,51.42857143,8.0,14.4,,42.5076,,,,,,,,,,,,,,102.0,,,,142.9065162062333,11.612903225806452,3.724137931034482,0.0,0.0,0.3999999999222222
523,1437,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.55 T ºC - 60,252.0,108.0,141.4285714,56.57142857,8.0,14.4,,33.8369,,,,,,,,,,,,,,115.0,,,,150.68663046043332,11.612903225806452,3.724137931034482,0.0,0.0,0.4000000000707071
524,1438,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.60 T ºC - 60,252.0,108.0,154.2857143,61.71428571,8.0,14.4,,28.5498,,,,,,,,,,,,,,180.0,,,,158.4667447697833,11.612903225806452,3.724137931034482,0.0,0.0,0.3999999999351852
525,1439,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.45 T ºC - 60,294.0,126.0,135.0,54.0,8.0,16.8,,40.4749,,,,,,,,,,,,,,84.0,,,,151.98921333333334,13.548387096774196,4.344827586206897,0.0,0.0,0.4
526,1440,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 60,294.0,126.0,150.0,60.0,8.0,16.8,,43.6034,,,,,,,,,,,,,,100.0,,,,161.06601333333333,13.548387096774196,4.344827586206897,0.0,0.0,0.4
527,1441,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 60,294.0,126.0,165.0,66.0,8.0,16.8,,31.0894,,,,,,,,,,,,,,111.0,,,,170.14281333333332,13.548387096774196,4.344827586206897,0.0,0.0,0.4
528,1442,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 60,294.0,126.0,180.0,72.0,8.0,16.8,,26.7877,,,,,,,,,,,,,,154.0,,,,179.2196133333333,13.548387096774196,4.344827586206897,0.0,0.0,0.4
529,1443,[99],FA-70 GGBS- 30 B-450 AGG/B-3.85 ALK/B-0.45 T ºC - 60,315.0,135.0,144.6428571,57.85714286,8.0,18.0,,38.6601,,,,,,,,,,,,,,78.0,,,,160.4206190239833,14.516129032258066,4.655172413793104,0.0,0.0,0.4000000001382716
530,1444,[99],FA-70 GGBS- 30 B-450 AGG/B-3.85 ALK/B-0.50 T ºC - 60,315.0,135.0,160.7142857,64.28571429,8.0,18.0,,44.3791,,,,,,,,,,,,,,92.0,,,,170.14576189688333,14.516129032258066,4.655172413793104,0.0,0.0,0.4000000000622222
531,1445,[99],FA-70 GGBS- 30 B-450 AGG/B-3.85 ALK/B-0.55 T ºC - 60,315.0,135.0,176.7857143,70.71428571,8.0,18.0,,35.2288,,,,,,,,,,,,,,107.0,,,,179.87090476978332,14.516129032258066,4.655172413793104,0.0,0.0,0.3999999999434343
532,1446,[99],FA-70 GGBS- 30 B-450 AGG/B-3.85 ALK/B-0.60 T ºC - 60,315.0,135.0,192.8571429,77.14285714,8.0,18.0,,29.5098,,,,,,,,,,,,,,146.0,,,,189.59604764268337,14.516129032258066,4.655172413793104,0.0,0.0,0.3999999998962963
533,1447,[99],FA-60 GGBS- 40 B-360 AGG/B-5.18 ALK/B-0.45 T ºC - 60,216.0,144.0,115.7142857,46.28571429,8.0,14.4,,55.6193,,,,,,,,,,,,,,125.0,,,,136.85440189688333,9.953917050691244,4.9655172413793105,0.0,0.0,0.4000000000864197
534,1448,[99],FA-60 GGBS- 40 B-360 AGG/B-5.18 ALK/B-0.50 T ºC - 60,216.0,144.0,128.5714286,51.42857143,8.0,14.4,,57.3112,,,,,,,,,,,,,,136.0,,,,144.63451620623334,9.953917050691244,4.9655172413793105,0.0,0.0,0.3999999999222222
535,1449,[99],FA-60 GGBS- 40 B-360 AGG/B-5.18 ALK/B-0.55 T ºC - 60,216.0,144.0,141.4285714,56.57142857,8.0,14.4,,53.2931,,,,,,,,,,,,,,142.0,,,,152.41463046043333,9.953917050691244,4.9655172413793105,0.0,0.0,0.4000000000707071
536,1450,[99],FA-60 GGBS- 40 B-360 AGG/B-5.18 ALK/B-0.60 T ºC - 60,216.0,144.0,154.2857143,61.71428571,8.0,14.4,,51.1782,,,,,,,,,,,,,,194.0,,,,160.1947447697833,9.953917050691244,4.9655172413793105,0.0,0.0,0.3999999999351852
537,1451,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.45 T ºC - 60,252.0,168.0,135.0,54.0,8.0,16.8,,58.8547,,,,,,,,,,,,,,102.0,,,,154.00521333333333,11.612903225806452,5.793103448275862,0.0,0.0,0.4
538,1452,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 60,252.0,168.0,150.0,60.0,8.0,16.8,,62.1788,,,,,,,,,,,,,,115.0,,,,163.08201333333332,11.612903225806452,5.793103448275862,0.0,0.0,0.4
539,1453,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 60,252.0,168.0,165.0,66.0,8.0,16.8,,58.8547,,,,,,,,,,,,,,135.0,,,,172.1588133333333,11.612903225806452,5.793103448275862,0.0,0.0,0.4
540,1454,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 60,252.0,168.0,180.0,72.0,8.0,16.8,,56.7039,,,,,,,,,,,,,,170.0,,,,181.23561333333333,11.612903225806452,5.793103448275862,0.0,0.0,0.4
541,1455,[99],FA-60 GGBS- 40 B-450 AGG/B-3.85 ALK/B-0.45 T ºC - 60,270.0,180.0,144.6428571,57.85714286,8.0,18.0,,56.732,,,,,,,,,,,,,,83.0,,,,162.5806190239833,12.442396313364055,6.206896551724138,0.0,0.0,0.4000000001382716
542,1456,[99],FA-60 GGBS- 40 B-450 AGG/B-3.85 ALK/B-0.50 T ºC - 60,270.0,180.0,160.7142857,64.28571429,8.0,18.0,,61.5359,,,,,,,,,,,,,,106.0,,,,172.30576189688333,12.442396313364055,6.206896551724138,0.0,0.0,0.4000000000622222
543,1457,[99],FA-60 GGBS- 40 B-450 AGG/B-3.85 ALK/B-0.55 T ºC - 60,270.0,180.0,176.7857143,70.71428571,8.0,18.0,,54.2157,,,,,,,,,,,,,,118.0,,,,182.03090476978332,12.442396313364055,6.206896551724138,0.0,0.0,0.3999999999434343
544,1458,[99],FA-60 GGBS- 40 B-450 AGG/B-3.85 ALK/B-0.60 T ºC - 60,270.0,180.0,192.8571429,77.14285714,8.0,18.0,,49.8693,,,,,,,,,,,,,,155.0,,,,191.7560476426833,12.442396313364055,6.206896551724138,0.0,0.0,0.3999999998962963
545,1459,[99],FA-50 GGBS- 50 B-360 AGG/B-5.18 ALK/B-0.45 T ºC - 60,180.0,180.0,115.7142857,46.28571429,8.0,14.4,,61.9637,,,,,,,,,,,,,,175.0,,,,138.5824018968833,8.294930875576037,6.206896551724138,0.0,0.0,0.4000000000864197
546,1460,[99],FA-50 GGBS- 50 B-360 AGG/B-5.18 ALK/B-0.50 T ºC - 60,180.0,180.0,128.5714286,51.42857143,8.0,14.4,,65.3474,,,,,,,,,,,,,,184.0,,,,146.36251620623332,8.294930875576037,6.206896551724138,0.0,0.0,0.3999999999222222
547,1461,[99],FA-50 GGBS- 50 B-360 AGG/B-5.18 ALK/B-0.55 T ºC - 60,180.0,180.0,141.4285714,56.57142857,8.0,14.4,,53.5045,,,,,,,,,,,,,,195.0,,,,154.1426304604333,8.294930875576037,6.206896551724138,0.0,0.0,0.4000000000707071
548,1462,[99],FA-50 GGBS- 50 B-360 AGG/B-5.18 ALK/B-0.60 T ºC - 60,180.0,180.0,154.2857143,61.71428571,8.0,14.4,,52.4471,,,,,,,,,,,,,,225.0,,,,161.92274476978332,8.294930875576037,6.206896551724138,0.0,0.0,0.3999999999351852
549,1463,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.45 T ºC - 60,210.0,210.0,135.0,54.0,8.0,16.8,,56.7039,,,,,,,,,,,,,,148.0,,,,156.02121333333332,9.67741935483871,7.241379310344828,0.0,0.0,0.4
550,1464,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 60,210.0,210.0,150.0,60.0,8.0,16.8,,63.5475,,,,,,,,,,,,,,162.0,,,,165.0980133333333,9.67741935483871,7.241379310344828,0.0,0.0,0.4
551,1465,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 60,210.0,210.0,165.0,66.0,8.0,16.8,,52.0112,,,,,,,,,,,,,,171.0,,,,174.17481333333333,9.67741935483871,7.241379310344828,0.0,0.0,0.4
552,1466,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 60,210.0,210.0,180.0,72.0,8.0,16.8,,51.0335,,,,,,,,,,,,,,205.0,,,,183.25161333333332,9.67741935483871,7.241379310344828,0.0,0.0,0.4
553,1467,[99],FA-50 GGBS- 50 B-450 AGG/B-3.85 ALK/B-0.45 T ºC - 60,225.0,225.0,144.6428571,57.85714286,8.0,18.0,,54.902,,,,,,,,,,,,,,96.0,,,,164.7406190239833,10.368663594470046,7.758620689655173,0.0,0.0,0.4000000001382716
554,1468,[99],FA-50 GGBS- 50 B-450 AGG/B-3.85 ALK/B-0.50 T ºC - 60,225.0,225.0,160.7142857,64.28571429,8.0,18.0,,61.9935,,,,,,,,,,,,,,111.0,,,,174.46576189688332,10.368663594470046,7.758620689655173,0.0,0.0,0.4000000000622222
555,1469,[99],FA-50 GGBS- 50 B-450 AGG/B-3.85 ALK/B-0.55 T ºC - 60,225.0,225.0,176.7857143,70.71428571,8.0,18.0,,54.2157,,,,,,,,,,,,,,135.0,,,,184.19090476978332,10.368663594470046,7.758620689655173,0.0,0.0,0.3999999999434343
556,1470,[99],FA-50 GGBS- 50 B-450 AGG/B-3.85 ALK/B-0.60 T ºC - 60,225.0,225.0,192.8571429,77.14285714,8.0,18.0,,53.7582,,,,,,,,,,,,,,185.0,,,,193.91604764268337,10.368663594470046,7.758620689655173,0.0,0.0,0.3999999998962963
557,1477,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.45 T ºC - 25,294.0,126.0,135.0,54.0,8.0,16.8,,36.69,,,,,,,,,,,,,,125.0,,,,129.53088,13.548387096774196,4.344827586206897,0.0,0.0,0.4
558,1497,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.45 T ºC - 25,210.0,210.0,135.0,54.0,8.0,16.8,,56.86,,,,,,,,,,,,,,83.0,,,,133.56288,9.67741935483871,7.241379310344828,0.0,0.0,0.4
559,1507,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 25,294.0,126.0,150.0,60.0,8.0,16.8,,38.16,,,,,,,,,,,,,,136.0,,,,138.60768000000002,13.548387096774196,4.344827586206897,0.0,0.0,0.4
560,1517,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 25,252.0,168.0,150.0,60.0,8.0,16.8,,51.22,,,,,,,,,,,,,,115.0,,,,140.62367999999998,11.612903225806452,5.793103448275862,0.0,0.0,0.4
561,1527,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.50 T ºC - 25,210.0,210.0,150.0,60.0,8.0,16.8,,60.38,,,,,,,,,,,,,,106.0,,,,142.63968,9.67741935483871,7.241379310344828,0.0,0.0,0.4
562,1537,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 25,294.0,126.0,165.0,66.0,8.0,16.8,,26.17,,,,,,,,,,,,,,142.0,,,,147.68448,13.548387096774196,4.344827586206897,0.0,0.0,0.4
563,1547,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 25,252.0,168.0,165.0,66.0,8.0,16.8,,44.67,,,,,,,,,,,,,,135.0,,,,149.70048,11.612903225806452,5.793103448275862,0.0,0.0,0.4
564,1557,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.55 T ºC - 25,210.0,210.0,165.0,66.0,8.0,16.8,,46.48,,,,,,,,,,,,,,118.0,,,,151.71648,9.67741935483871,7.241379310344828,0.0,0.0,0.4
565,1567,[99],FA-70 GGBS- 30 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 25,294.0,126.0,180.0,72.0,8.0,16.8,,25.11,,,,,,,,,,,,,,194.0,,,,156.76128,13.548387096774196,4.344827586206897,0.0,0.0,0.4
566,1577,[99],FA-60 GGBS- 40 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 25,252.0,168.0,180.0,72.0,8.0,16.8,,46.57,,,,,,,,,,,,,,170.0,,,,158.77728,11.612903225806452,5.793103448275862,0.0,0.0,0.4
567,1587,[99],FA-50 GGBS- 50 B-420 AGG/B-4.23 ALK/B-0.60 T ºC - 25,210.0,210.0,180.0,72.0,8.0,16.8,,47.57,,,,,,,,,,,,,,155.0,,,,160.79327999999998,9.67741935483871,7.241379310344828,0.0,0.0,0.4
568,1591,[99],FA-70 GGBS- 30 B-360 AGG/B-4.84 ALK/B-0.55 T ºC - 60,252.0,108.0,113.1428571,84.85714286,8.0,14.4,30.0,33.68,,,,,,,,,,,,,,,,,,157.2526190239833,11.612903225806452,3.724137931034482,0.0,0.0,0.7500000003093434
569,1593,[99],FA-60 GGBS- 40 B-360 AGG/B-4.84 ALK/B-0.55 T ºC - 60,216.0,144.0,113.1428571,84.85714286,8.0,14.4,46.01,51.53,,,,,,,,,,,,,,,,,,158.9806190239833,9.953917050691244,4.9655172413793105,0.0,0.0,0.7500000003093434
570,1595,[99],FA-50 GGBS- 50 B-370 AGG/B-5.02 ALK/B-0.55 T ºC - 60,185.0,185.0,116.2857143,87.21428571,8.0,14.8,55.24,62.25,,,,,,,,,,,,,,,,,,164.86557676978333,8.525345622119817,6.379310344827586,0.0,0.0,0.7499999998710074
571,1604,[101],G1,120.0,360.0,160.0,80.0,2.0,0.0,10.4902,12.4762,14.0101,,,,,,,,,19.2353,,,,,657.655,,,95.60032,5.084745762711865,12.45674740484429,0.0,0.0,0.5
572,1605,[101],G2,120.0,360.0,171.4,68.6,2.0,0.0,10.9569,11.4552,12.4524,,,,,,,,,19.4914,,,,,671.998,,,97.93192,5.084745762711865,12.45674740484429,0.0,0.0,0.4002333722287047
573,1606,[101],G3,120.0,360.0,180.0,60.0,2.0,0.0,10.0192,11.0138,11.9685,,,,,,,,,19.684,,,,,672.18,,,99.69072,5.084745762711865,12.45674740484429,0.0,0.0,0.3333333333333333
574,1607,[101],G4,120.0,360.0,186.7,53.4,2.0,0.0,9.03953,9.53802,11.031,,,,,,,,,19.4934,,,,,678.426,,,101.07672,5.084745762711865,12.45674740484429,0.0,0.0,0.286020353508302
575,1608,[101],G5,120.0,360.0,192.0,48.0,2.0,0.0,7.97818,8.47597,10.5058,,,,,,,,,19.7495,,,,,690.728,,,102.14448,5.084745762711865,12.45674740484429,0.0,0.0,0.25
576,1609,[101],G6,120.0,360.0,196.4,43.7,2.0,0.0,7.53562,8.03376,10.022,,,,,,,,,20.772,,,,,692.943,,,103.06011999999998,5.084745762711865,12.45674740484429,0.0,0.0,0.2225050916496945
577,1610,[101],G7,120.0,360.0,160.0,80.0,4.0,0.0,23.9905,25.9967,28.4623,,,,,,,,,16.6889,,,,,638.66,,,107.77328,5.084745762711865,12.45674740484429,0.0,0.0,0.5
578,1611,[101],G8,120.0,360.0,171.4,68.6,4.0,0.0,22.4234,26.4399,27.8234,,,,,,,,,17.1369,,,,,644.88,,,108.3704,5.084745762711865,12.45674740484429,0.0,0.0,0.4002333722287047
579,1612,[101],G9,120.0,360.0,180.0,60.0,4.0,0.0,18.3819,23.8675,25.8698,,,,,,,,,17.5845,,,,,659.223,,,108.77232,5.084745762711865,12.45674740484429,0.0,0.0,0.3333333333333333
580,1613,[101],G10,120.0,360.0,186.7,53.3,4.0,0.0,17.3565,20.909,24.303,,,,,,,,,17.2026,,,,,665.469,,,109.17128,5.084745762711865,12.45674740484429,0.0,0.0,0.2854847348687734
581,1614,[101],G11,120.0,360.0,192.0,48.1,4.0,0.0,13.8567,16.8676,21.2673,,,,,,,,,17.7141,,,,,673.766,,,109.47928,5.084745762711865,12.45674740484429,0.0,0.0,0.2505208333333333
582,1615,[101],G12,120.0,360.0,196.4,43.6,4.0,0.0,12.4445,12.9032,16.2977,,,,,,,,,18.4813,,,,,682.027,,,109.6792,5.084745762711865,12.45674740484429,0.0,0.0,0.2219959266802444
583,1616,[101],G13,120.0,360.0,160.0,80.0,6.0,0.0,34.9184,38.5173,40.9702,,,,,,,,,12.9941,,,,,631.776,,,119.95728,5.084745762711865,12.45674740484429,0.0,0.0,0.5
584,1617,[101],G14,120.0,360.0,171.4,68.5,6.0,0.0,31.8475,36.9526,40.561,,,,,,,,,13.1228,,,,,631.949,,,118.77204,5.084745762711865,12.45674740484429,0.0,0.0,0.3996499416569428
585,1618,[101],G15,120.0,360.0,180.0,60.0,6.0,0.0,30.3997,35.5006,38.6472,,,,,,,,,13.6341,,,,,640.202,,,117.95808,5.084745762711865,12.45674740484429,0.0,0.0,0.3333333333333333
586,1619,[101],G16,120.0,360.0,186.7,53.4,6.0,0.0,28.5989,33.5856,36.0389,,,,,,,,,13.6994,,,,,656.578,,,117.3348,5.084745762711865,12.45674740484429,0.0,0.0,0.286020353508302
587,1620,[101],G17,120.0,360.0,192.0,48.0,6.0,0.0,23.5612,28.2022,32.7358,,,,,,,,,13.7641,,,,,670.913,,,116.75904,5.084745762711865,12.45674740484429,0.0,0.0,0.25
588,1621,[101],G18,120.0,360.0,196.4,43.6,6.0,0.0,22.2257,26.2869,21.7961,,,,,,,,,14.4035,,,,,671.077,,,116.31936,5.084745762711865,12.45674740484429,0.0,0.0,0.2219959266802444
